State,County,2010_Population,Food_Desert_Population,Food_Desert_Low_Income
Washington,Grays Harbor,72797,19790,7344
Washington,Island,78506,8980,4232
Washington,Jefferson,29872,5508,1858
Washington,King,1931249,321787,53870
Washington,Kitsap,251133,96942,21433
Washington,Kittitas,40915,9338,4348
Washington,Klickitat,20318,3043,1263
Washington,Lewis,75455,18671,6792
Washington,Lincoln,10570,5996,1873
Washington,Mason,60699,7543,3315
Washington,Okanogan,41120,6641,2980
Washington,Pacific,20920,3369,1089
Washington,Pend Oreille,13001,4404,1866
Washington,Pierce,795225,276129,69209
Washington,San Juan,15769,38,8
Washington,Skagit,116901,33273,9333
Washington,Skamania,11066,474,127
Washington,Snohomish,713335,158946,26953
Washington,Spokane,471221,79147,22971
Washington,Stevens,43531,17122,7029
Washington,Thurston,252264,82984,18992
Washington,Wahkiakum,3978,3198,1226
Washington,Walla Walla,58781,13932,3482
Washington,Whatcom,201140,55380,14605
Washington,Whitman,44776,13125,5111
Washington,Yakima,243231,32586,12156
West Virginia,Barbour,16589,1891,1160
West Virginia,Berkeley,104169,39974,11903
West Virginia,Boone,24629,1134,456
West Virginia,Braxton,14523,2770,1275
West Virginia,Brooke,24069,4302,1505
West Virginia,Cabell,96319,9630,3572
West Virginia,Calhoun,7627,1170,594
West Virginia,Clay,9386,1731,894
West Virginia,Doddridge,8202,365,69
West Virginia,Fayette,46039,5273,3106
West Virginia,Gilmer,8693,7219,2949
West Virginia,Grant,11937,1865,811
West Virginia,Greenbrier,35480,10008,4157
West Virginia,Hampshire,23964,8270,3823
West Virginia,Hancock,30676,15403,5755
West Virginia,Hardy,14025,4740,2014
West Virginia,Harrison,69099,8909,3217
West Virginia,Jackson,29211,5336,2555
West Virginia,Jefferson,53498,15240,3846
West Virginia,Kanawha,193063,52268,16166
West Virginia,Lewis,16372,1488,743
West Virginia,Lincoln,21720,10,4
West Virginia,Logan,36743,2702,1274
West Virginia,Marion,56418,8161,2555
West Virginia,Marshall,33107,6168,2560
West Virginia,Mason,27324,4836,2144
West Virginia,McDowell,22113,51,29
West Virginia,Mercer,62264,18347,7639
West Virginia,Mineral,28212,3050,1240
West Virginia,Mingo,26839,2353,992
West Virginia,Monongalia,96189,21358,6583
West Virginia,Monroe,13502,1614,718
West Virginia,Morgan,17541,3394,1305
West Virginia,Nicholas,26233,1267,497
West Virginia,Ohio,44443,10018,3264
West Virginia,Pendleton,7695,2985,1396
West Virginia,Pleasants,7605,0,0
West Virginia,Pocahontas,8719,3929,1532
West Virginia,Preston,33520,8493,3199
West Virginia,Putnam,55486,7573,1606
West Virginia,Raleigh,78859,35073,13674
West Virginia,Randolph,29405,2123,855
West Virginia,Ritchie,10449,1202,510
West Virginia,Roane,14926,3284,1722
West Virginia,Summers,13927,1226,543
West Virginia,Taylor,16895,0,0
West Virginia,Tucker,7141,247,84
West Virginia,Tyler,9208,145,68
West Virginia,Upshur,24254,1841,734
West Virginia,Wayne,42481,8121,2473
West Virginia,Webster,9154,120,60
West Virginia,Wetzel,16583,8671,3787
West Virginia,Wirt,5717,19,9
West Virginia,Wood,86956,24206,6774
West Virginia,Wyoming,23796,520,323
Wisconsin,Adams,20875,1947,695
Wisconsin,Ashland,16157,4894,2194
Wisconsin,Barron,45870,8101,3049
Wisconsin,Bayfield,15014,4613,1568
Wisconsin,Brown,248007,62951,15793
Wisconsin,Buffalo,13587,3176,897
Wisconsin,Burnett,15457,1260,449
Wisconsin,Calumet,48971,15085,2428
Wisconsin,Chippewa,62415,12738,3857
Wisconsin,Clark,34690,973,324
Wisconsin,Columbia,56833,8652,1665
Wisconsin,Crawford,16644,2087,788
Wisconsin,Dane,488073,129824,29180
Wisconsin,Dodge,88759,12635,3550
Wisconsin,Door,27785,4506,1207
Wisconsin,Douglas,44159,15300,4271
Wisconsin,Dunn,43857,8329,2467
Wisconsin,Eau Claire,98736,28396,7918
Wisconsin,Florence,4423,526,235
Wisconsin,Fond du Lac,101633,22782,7477
Wisconsin,Forest,9304,3496,1290
Wisconsin,Grant,51208,8479,3114
Wisconsin,Green,36842,6867,2230
Wisconsin,Green Lake,19051,4688,1623
Wisconsin,Iowa,23687,5815,1671
Wisconsin,Iron,5916,653,192
Wisconsin,Jackson,20449,6179,2344
Wisconsin,Jefferson,83686,7975,2107
Wisconsin,Juneau,26664,6536,2711
Wisconsin,Kenosha,166426,36592,10638
Wisconsin,Kewaunee,20574,86,26
Wisconsin,La Crosse,114638,25199,6386
Wisconsin,Lafayette,16836,2589,723
Wisconsin,Langlade,19977,6254,2276
Wisconsin,Lincoln,28743,3351,1095
Wisconsin,Manitowoc,81442,17145,5070
Wisconsin,Marathon,134063,31461,8268
Wisconsin,Marinette,41749,11165,4186
Wisconsin,Marquette,15404,268,53
Wisconsin,Menominee,4232,928,458
Wisconsin,Milwaukee,947735,89960,24600
Wisconsin,Monroe,44673,7976,3410
Wisconsin,Oconto,37660,2486,733
Wisconsin,Oneida,35998,3641,1214
Wisconsin,Outagamie,176695,38350,6421
Wisconsin,Ozaukee,86395,28634,4654
Wisconsin,Pepin,7469,0,0
Wisconsin,Pierce,41019,6871,1833
Wisconsin,Polk,44205,2598,767
Wisconsin,Portage,70019,8184,1935
Wisconsin,Price,14159,1633,610
Wisconsin,Racine,195408,57383,15635
Wisconsin,Richland,18021,4534,1683
Wisconsin,Rock,160331,52175,18191
Wisconsin,Rusk,14755,5275,2325
Wisconsin,Sauk,61976,6537,2277
Wisconsin,Sawyer,16557,5011,1828
Wisconsin,Shawano,41949,4563,1803
Wisconsin,Sheboygan,115507,13261,2782
Wisconsin,St. Croix,84345,9229,1747
Wisconsin,Taylor,20689,4506,1749
Wisconsin,Trempealeau,28816,2775,1097
Wisconsin,Vernon,29773,5187,2010
Wisconsin,Vilas,21430,1383,372
Wisconsin,Walworth,102228,30312,8815
Wisconsin,Washburn,15911,2464,933
Wisconsin,Washington,131887,42796,6144
Wisconsin,Waukesha,389891,155537,21051
Wisconsin,Waupaca,52410,5765,1469
Wisconsin,Waushara,24496,2896,1036
Wisconsin,Winnebago,166994,49213,10868
Wisconsin,Wood,74749,18346,4997
Wyoming,Albany,36299,13336,5076
Wyoming,Big Horn,11668,2176,626
Wyoming,Campbell,46133,17079,2527
Wyoming,Carbon,15885,9165,2447
Wyoming,Converse,13833,1685,396
Wyoming,Crook,7083,1796,448
Wyoming,Fremont,40123,5987,1819
Wyoming,Goshen,13249,2644,1201
Wyoming,Hot Springs,4812,412,108
Wyoming,Johnson,8569,3383,874
Wyoming,Laramie,91738,38323,11143
Wyoming,Lincoln,18106,3228,661
Wyoming,Natrona,75450,25625,7125
Wyoming,Niobrara,2484,545,197
Wyoming,Park,28205,10995,2447
Wyoming,Platte,8667,1297,490
Wyoming,Sheridan,29116,12952,3345
Wyoming,Sublette,10247,1943,400
Wyoming,Sweetwater,43806,9400,1816
Wyoming,Teton,21294,3711,973
Wyoming,Uinta,21118,759,319
Wyoming,Washakie,8533,1057,360
Wyoming,Weston,7208,2226,676
